drug,protein,proteinname
5350,7295,TXN
445154,51061,TXNDC11
445154,51060,TXNDC12
2519,84817,TXNDC17
445154,10628,TXNIP
1548943,10628,TXNIP
65064,54957,TXNL4B
2519,7296,TXNRD1
445154,7296,TXNRD1
5350,7296,TXNRD1
65064,7301,TYRO3
2519,7301,TYRO3
5350,7305,TYROBP
65064,7306,TYRP1
445154,7306,TYRP1
1794427,7306,TYRP1
2519,127253,TYW3
445154,127253,TYW3
2519,11338,U2AF2
445154,11338,U2AF2
2519,23350,U2SURP
445154,6675,UAP1
65064,7317,UBA1
2519,7317,UBA1
65064,9039,UBA3
445154,9039,UBA3
2519,79876,UBA5
445154,79876,UBA5
2519,55236,UBA6
445154,10422,UBAC1
445154,124402,UBALD1
2519,51271,UBAP1
2519,9898,UBAP2L
445154,7320,UBE2B
445154,7323,UBE2D3
65064,51619,UBE2D4
445154,7328,UBE2H
445154,7332,UBE2L3
65064,9246,UBE2L6
445154,29089,UBE2T
2519,65264,UBE2Z
65064,65264,UBE2Z
445154,7337,UBE3A
2519,89910,UBE3B
445154,9354,UBE4A
2519,10277,UBE4B
65064,56061,UBFD1
445154,8266,UBL4A
2519,8266,UBL4A
445154,134510,UBLCP1
65064,29978,UBQLN2
2519,197131,UBR1
445154,197131,UBR1
65064,197131,UBR1
65064,23304,UBR2
445154,23304,UBR2
2519,23304,UBR2
65064,130507,UBR3
2519,23352,UBR4
2519,51366,UBR5
2519,55148,UBR7
65064,7343,UBTF
2519,137886,UBXN2B
445154,137886,UBXN2B
2519,23190,UBXN4
445154,23190,UBXN4
2519,80700,UBXN6
2519,26043,UBXN7
2519,83549,UCK1
445154,7371,UCK2
2519,54963,UCKL1
445154,221044,UCMA
445154,7349,UCN
445154,90226,UCN2
1548943,7351,UCP2
445154,23376,UFL1
65064,23376,UFL1
445154,51569,UFM1
65064,7357,UGCG
445154,7357,UGCG
5350,7358,UGDH
65064,7358,UGDH
2519,7358,UGDH
445154,56886,UGGT1
445154,55757,UGGT2
445154,7360,UGP2
1794427,7363,UGT2B4
445154,127933,UHMK1
2519,115426,UHRF2
445154,115426,UHRF2
2519,51720,UIMC1
445154,80329,ULBP1
2519,79465,ULBP3
445154,79465,ULBP3
1548943,8408,ULK1
2519,8408,ULK1
445154,8408,ULK1
6917864,8408,ULK1
2519,25989,ULK3
65064,25989,ULK3
445154,7372,UMPS
2519,10497,UNC13B
65064,25972,UNC50
445154,25972,UNC50
445154,7374,UNG
2519,7374,UNG
2519,85451,UNK
5350,64718,UNKL
2519,5976,UPF1
445154,26019,UPF2
2519,65110,UPF3A
65064,65109,UPF3B
2519,65109,UPF3B
445154,65109,UPF3B
445154,11045,UPK1A
445154,7379,UPK2
5350,80761,UPK3B
65064,139596,UPRT
445154,139596,UPRT
65064,84300,UQCC2
445154,29796,UQCR10
65064,7381,UQCRB
2519,7385,UQCRC2
445154,7385,UQCRC2
65064,7385,UQCRC2
2519,8725,URI1
445154,7389,UROD
445154,79650,USB1
445154,7391,USF1
5350,10083,USH1C
445154,124590,USH1G
445154,9100,USP10
2519,9100,USP10
65064,8975,USP13
2519,9958,USP15
445154,10600,USP16
5350,9099,USP2
445154,27005,USP21
65064,23358,USP24
445154,23358,USP24
2519,23358,USP24
65064,29761,USP25
2519,57646,USP28
2519,57478,USP31
65064,84669,USP32
445154,84669,USP32
2519,84669,USP32
445154,23032,USP33
65064,9736,USP34
2519,9736,USP34
2519,57602,USP36
65064,57602,USP36
445154,10713,USP39
445154,7375,USP4
2519,7375,USP4
2519,55230,USP40
2519,84132,USP42
2519,55031,USP47
445154,55031,USP47
445154,84196,USP48
2519,159195,USP54
445154,9098,USP6
65064,9712,USP6NL
2519,9712,USP6NL
445154,9712,USP6NL
2519,7874,USP7
445154,7874,USP7
2519,9101,USP8
445154,9101,USP8
65064,8239,USP9X
2519,8239,USP9X
445154,8239,USP9X
2519,8287,USP9Y
445154,10208,USPL1
445154,10090,UST
445154,8433,UTF1
65064,10813,UTP14A
2519,10813,UTP14A
445154,84135,UTP15
445154,51096,UTP18
445154,27340,UTP20
65064,55813,UTP6
445154,55813,UTP6
445154,7402,UTRN
2519,7402,UTRN
65064,7402,UTRN
445154,2837,UTS2R
445154,6844,VAMP2
445154,9341,VAMP3
2519,9341,VAMP3
2519,8673,VAMP8
65064,8673,VAMP8
65064,81839,VANGL1
2519,81839,VANGL1
445154,9218,VAPA
2519,9218,VAPA
5350,79805,VASH2
445154,114990,VASN
2519,7408,VASP
445154,7408,VASP
445154,7409,VAV1
445154,10451,VAV3
445154,7411,VBP1
5350,7412,VCAM1
445154,7412,VCAM1
1548943,7412,VCAM1
445154,7414,VCL
65064,7414,VCL
2519,7414,VCL
445154,7415,VCP
2519,7415,VCP
6433206,7415,VCP
5350,7415,VCP
2519,80124,VCPIP1
65064,79609,VCPKMT
445154,79609,VCPKMT
445154,7419,VDAC3
445154,7421,VDR
2519,7421,VDR
5281672,7422,VEGFA
5350,7422,VEGFA
445154,7422,VEGFA
1548943,7422,VEGFA
65064,7422,VEGFA
445154,7423,VEGFB
445154,55591,VEZT
445154,51442,VGLL1
2519,9686,VGLL4
445154,7428,VHL
2519,7429,VIL1
5350,7434,VIPR2
445154,81671,VMP1
445154,7441,VPREB1
445154,55823,VPS11
445154,23230,VPS13A
65064,23230,VPS13A
65064,157680,VPS13B
2519,157680,VPS13B
445154,157680,VPS13B
65064,54832,VPS13C
445154,54832,VPS13C
2519,54832,VPS13C
65064,55187,VPS13D
2519,55187,VPS13D
445154,55187,VPS13D
2519,57617,VPS18
65064,84313,VPS25
2519,9559,VPS26A
445154,9559,VPS26A
2519,112936,VPS26B
445154,51699,VPS29
445154,65082,VPS33A
445154,26276,VPS33B
65064,26276,VPS33B
2519,55737,VPS35
445154,55737,VPS35
445154,51028,VPS36
445154,55048,VPS37C
445154,155382,VPS37D
2519,55275,VPS53
445154,51542,VPS54
65064,51542,VPS54
2519,51542,VPS54
445154,23355,VPS8
65064,23355,VPS8
2519,9605,VPS9D1
445154,7443,VRK1
65064,7443,VRK1
445154,51231,VRK3
2519,51231,VRK3
445154,143187,VTI1A
445154,10490,VTI1B
5350,7448,VTN
5350,80737,VWA7
445154,80737,VWA7
639665,7450,VWF
2519,51322,WAC
65064,10352,WARS2
445154,7454,WAS
65064,10163,WASF2
2519,10163,WASF2
445154,10163,WASF2
2519,54838,WBP1L
445154,11193,WBP4
65064,11193,WBP4
445154,115825,WDFY2
65064,115825,WDFY2
445154,55717,WDR11
2519,55717,WDR11
65064,55759,WDR12
445154,57728,WDR19
65064,57728,WDR19
2519,91833,WDR20
2519,84219,WDR24
445154,10885,WDR3
2519,10885,WDR3
445154,114987,WDR31
2519,55339,WDR33
445154,134430,WDR36
445154,22884,WDR37
65064,10785,WDR4
5350,54521,WDR44
2519,54521,WDR44
65064,54521,WDR44
445154,22911,WDR47
2519,57599,WDR48
445154,57599,WDR48
5350,84058,WDR54
2519,79726,WDR59
445154,79726,WDR59
445154,284403,WDR62
2519,284403,WDR62
2519,23335,WDR7
65064,23335,WDR7
65064,55100,WDR70
445154,84942,WDR73
445154,84128,WDR75
5350,79968,WDR76
445154,79084,WDR77
445154,83889,WDR87
445154,126248,WDR88
2519,197335,WDR90
445154,7465,WEE1
2519,7466,WFS1
6433206,55062,WIPI1
445154,58525,WIZ
2519,58525,WIZ
2519,65125,WNK1
445154,65268,WNK2
2519,65268,WNK2
2519,65266,WNK4
445154,7471,WNT1
445154,7472,WNT2
445154,81029,WNT5B
5350,7475,WNT6
445154,7484,WNT9B
2519,55135,WRAP53
2519,49856,WRAP73
2519,7486,WRN
445154,7486,WRN
2519,56897,WRNIP1
445154,26118,WSB1
445154,7490,WT1
445154,80014,WWC2
65064,11059,WWP1
2519,11059,WWP1
445154,11060,WWP2
445154,7494,XBP1
5350,7494,XBP1
5350,331,XIAP
445154,331,XIAP
65064,331,XIAP
445154,165904,XIRP1
445154,7507,XPA
445154,7508,XPC
2519,7508,XPC
445154,63929,XPNPEP3
6433206,7514,XPO1
2519,7514,XPO1
65064,7514,XPO1
445154,64328,XPO4
2519,23214,XPO6
65064,23214,XPO6
5350,11260,XPOT
65064,9213,XPR1
2519,9213,XPR1
445154,7515,XRCC1
2519,7515,XRCC1
445154,7516,XRCC2
445154,7517,XRCC3
65064,7518,XRCC4
2519,7518,XRCC4
65064,7520,XRCC5
2519,7520,XRCC5
445154,7520,XRCC5
2519,22803,XRN2
65064,9942,XYLB
65064,64132,XYLT2
2519,10138,YAF2
445154,10138,YAF2
2519,55689,YEATS2
65064,8089,YEATS4
2519,7525,YES1
445154,90522,YIF1B
2519,78992,YIPF2
65064,84272,YIPF4
445154,84272,YIPF4
445154,10730,YME1L1
445154,388403,YPEL2
445154,83719,YPEL3
5350,83719,YPEL3
445154,51646,YPEL5
65064,79693,YRDC
2519,79693,YRDC
65064,91746,YTHDC1
2519,91746,YTHDC1
65064,54915,YTHDF1
445154,253943,YTHDF3
445154,7529,YWHAB
2519,7529,YWHAB
5350,7529,YWHAB
5350,7531,YWHAE
445154,7531,YWHAE
2519,7531,YWHAE
65064,7532,YWHAG
2519,7532,YWHAG
445154,7534,YWHAZ
2519,7534,YWHAZ
6917864,7528,YY1
2519,9889,ZBED4
2519,100381270,ZBED6
2519,22890,ZBTB1
445154,65986,ZBTB10
2519,27107,ZBTB11
445154,221527,ZBTB12
445154,7704,ZBTB16
5350,10472,ZBTB18
2519,57621,ZBTB2
445154,57621,ZBTB2
2519,49854,ZBTB21
445154,9278,ZBTB22
445154,9841,ZBTB24
445154,7597,ZBTB25
445154,403341,ZBTB34
445154,84614,ZBTB37
65064,253461,ZBTB38
2519,253461,ZBTB38
6917864,57659,ZBTB4
2519,9923,ZBTB40
445154,360023,ZBTB41
2519,29068,ZBTB44
2519,3104,ZBTB48
2519,166793,ZBTB49
445154,51341,ZBTB7A
2519,51341,ZBTB7A
2519,221504,ZBTB9
2519,51101,ZC2HC1A
65064,51101,ZC2HC1A
445154,51101,ZC2HC1A
1548943,80149,ZC3H12A
2519,23091,ZC3H13
445154,23091,ZC3H13
2519,55854,ZC3H15
2519,124245,ZC3H18
2519,23144,ZC3H3
2519,23211,ZC3H4
2519,29066,ZC3H7A
2519,23264,ZC3H7B
445154,84524,ZC3H8
2519,56829,ZC3HAV1
445154,56829,ZC3HAV1
2519,92092,ZC3HAV1L
2519,51530,ZC3HC1
2519,54819,ZCCHC10
2519,54877,ZCCHC2
65064,85364,ZCCHC3
445154,84186,ZCCHC7
2519,55596,ZCCHC8
65064,84240,ZCCHC9
2519,85437,ZCRB1
5350,79844,ZDHHC11
65064,54503,ZDHHC13
65064,84287,ZDHHC16
445154,84287,ZDHHC16
445154,23390,ZDHHC17
5350,51304,ZDHHC3
2519,25921,ZDHHC5
2519,55625,ZDHHC7
445154,55625,ZDHHC7
2519,29801,ZDHHC8
5350,9839,ZEB2
445154,9839,ZEB2
65064,90637,ZFAND2A
5350,90637,ZFAND2A
2519,130617,ZFAND2B
2519,60685,ZFAND3
445154,7763,ZFAND5
2519,7763,ZFAND5
65064,57623,ZFAT
445154,196441,ZFC3H1
2519,196441,ZFC3H1
445154,85446,ZFHX2
445154,463,ZFHX3
2519,463,ZFHX3
2519,7538,ZFP36
445154,7538,ZFP36
65064,678,ZFP36L2
2519,678,ZFP36L2
445154,643836,ZFP62
445154,284406,ZFP82
445154,7542,ZFPL1
2519,161882,ZFPM1
445154,161882,ZFPM1
445154,7543,ZFX
2519,7544,ZFY
445154,7544,ZFY
445154,53349,ZFYVE1
65064,9765,ZFYVE16
2519,9765,ZFYVE16
2519,84936,ZFYVE19
65064,84936,ZFYVE19
2519,23503,ZFYVE26
445154,57732,ZFYVE28
445154,653808,ZG16
2519,84619,ZGPAT
2519,55345,ZGRF1
445154,55345,ZGRF1
2519,23051,ZHX3
65064,23051,ZHX3
445154,7547,ZIC3
445154,7586,ZKSCAN1
2519,7586,ZKSCAN1
65064,7586,ZKSCAN1
445154,342357,ZKSCAN2
445154,387032,ZKSCAN4
2519,7745,ZKSCAN8
445154,7745,ZKSCAN8
445154,64393,ZMAT3
445154,55954,ZMAT5
65064,57178,ZMIZ1
2519,7750,ZMYM2
445154,7750,ZMYM2
65064,7750,ZMYM2
2519,9203,ZMYM3
445154,9203,ZMYM3
65064,9202,ZMYM4
2519,9202,ZMYM4
5350,84217,ZMYND12
2519,23613,ZMYND8
65064,23613,ZMYND8
2519,64397,ZNF106
65064,7559,ZNF12
445154,7678,ZNF124
445154,7690,ZNF131
445154,7694,ZNF135
65064,7561,ZNF14
445154,7561,ZNF14
2519,7701,ZNF142
445154,7702,ZNF143
445154,7707,ZNF148
65064,90338,ZNF160
2519,7727,ZNF174
445154,7569,ZNF182
2519,7755,ZNF205
445154,7988,ZNF212
2519,7764,ZNF217
65064,7764,ZNF217
2519,51222,ZNF219
445154,7570,ZNF22
445154,7766,ZNF223
445154,9310,ZNF235
445154,219749,ZNF25
2519,58500,ZNF250
445154,58500,ZNF250
445154,7574,ZNF26
445154,10127,ZNF263
445154,9422,ZNF264
2519,10308,ZNF267
445154,11179,ZNF277
2519,55609,ZNF280C
65064,55609,ZNF280C
65064,54816,ZNF280D
2519,23528,ZNF281
2519,8427,ZNF282
445154,57335,ZNF286A
445154,57336,ZNF287
65064,57336,ZNF287
445154,23036,ZNF292
65064,55900,ZNF302
2519,24149,ZNF318
445154,7580,ZNF32
65064,7580,ZNF32
445154,162967,ZNF320
2519,284695,ZNF326
445154,284695,ZNF326
2519,63925,ZNF335
2519,26152,ZNF337
2519,7581,ZNF33A
5350,7582,ZNF33B
445154,7582,ZNF33B
445154,84671,ZNF347
65064,6940,ZNF354A
2519,149076,ZNF362
445154,149076,ZNF362
65064,84911,ZNF382
445154,151126,ZNF385B
2519,151126,ZNF385B
445154,84124,ZNF394
445154,55893,ZNF395
445154,84307,ZNF397
2519,55628,ZNF407
65064,79797,ZNF408
2519,79797,ZNF408
445154,7592,ZNF41
445154,57862,ZNF410
445154,79744,ZNF419
445154,147923,ZNF420
445154,79088,ZNF426
65064,220929,ZNF438
445154,90594,ZNF439
445154,51710,ZNF44
445154,126070,ZNF440
65064,79973,ZNF442
445154,79973,ZNF442
445154,55311,ZNF444
445154,353274,ZNF445
2519,55663,ZNF446
445154,55663,ZNF446
2519,203523,ZNF449
445154,7596,ZNF45
445154,26036,ZNF451
445154,92283,ZNF461
5350,58499,ZNF462
445154,168544,ZNF467
65064,25888,ZNF473
445154,90827,ZNF479
65064,220992,ZNF485
445154,118738,ZNF488
2519,91392,ZNF502
2519,84858,ZNF503
2519,22847,ZNF507
445154,118472,ZNF511
2519,57473,ZNF512B
65064,57473,ZNF512B
2519,9658,ZNF516
2519,9849,ZNF518A
65064,9849,ZNF518A
445154,147807,ZNF524
445154,84215,ZNF541
445154,256051,ZNF549
65064,90233,ZNF551
445154,79818,ZNF552
65064,163081,ZNF567
65064,126295,ZNF57
65064,64763,ZNF574
445154,64763,ZNF574
445154,79177,ZNF576
445154,84765,ZNF577
445154,163033,ZNF579
2519,163033,ZNF579
445154,51157,ZNF580
65064,147949,ZNF583
445154,92285,ZNF585B
445154,84914,ZNF587
2519,9640,ZNF592
2519,51042,ZNF593
2519,23060,ZNF609
65064,23060,ZNF609
445154,81856,ZNF611
445154,284370,ZNF615
445154,90441,ZNF622
65064,90441,ZNF622
65064,57547,ZNF624
445154,199777,ZNF626
2519,27332,ZNF638
445154,27332,ZNF638
2519,51193,ZNF639
65064,121274,ZNF641
2519,121274,ZNF641
2519,84146,ZNF644
445154,65251,ZNF649
2519,22834,ZNF652
445154,79027,ZNF655
2519,79027,ZNF655
445154,93474,ZNF670
445154,79891,ZNF671
65064,148213,ZNF681
445154,127396,ZNF684
2519,57592,ZNF687
2519,51058,ZNF691
65064,51058,ZNF691
2519,55657,ZNF692
445154,90874,ZNF697
445154,619279,ZNF704
445154,51123,ZNF706
445154,283337,ZNF740
5350,155061,ZNF746
445154,65988,ZNF747
445154,7626,ZNF75D
445154,284390,ZNF763
2519,79724,ZNF768
445154,54989,ZNF770
445154,51333,ZNF771
445154,285971,ZNF775
2519,27153,ZNF777
2519,147808,ZNF784
445154,7633,ZNF79
2519,7554,ZNF8
2519,168850,ZNF800
445154,347344,ZNF81
445154,125893,ZNF816
2519,152485,ZNF827
65064,152485,ZNF827
445154,55769,ZNF83
65064,91603,ZNF830
445154,90485,ZNF835
445154,7637,ZNF84
445154,283933,ZNF843
445154,162993,ZNF846
65064,7639,ZNF85
445154,7639,ZNF85
445154,81931,ZNF93
2519,223082,ZNRF2
445154,223082,ZNRF2
2519,84133,ZNRF3
445154,148066,ZNRF4
445154,57829,ZP4
445154,8882,ZPR1
2519,9406,ZRANB2
2519,84083,ZRANB3
445154,84083,ZRANB3
65064,84083,ZRANB3
2519,79149,ZSCAN5A
65064,7746,ZSCAN9
445154,57688,ZSWIM6
2519,55055,ZWILCH
445154,55055,ZWILCH
445154,11130,ZWINT
445154,79699,ZYG11B
65064,79699,ZYG11B
445154,7791,ZYX
2519,7791,ZYX
65064,7791,ZYX
2519,23140,ZZEF1
92871,151,ADRA2B
92871,760,CA2
92871,760,CA2
92871,760,CA2
92871,3615,IMPDH2
92871,3615,IMPDH2
92871,9261,MAPKAPK2
92871,9261,MAPKAPK2
92871,50507,NOX4
92871,5241,PGR
92871,51567,TDP2
92871,7124,TNF
92871,7124,TNF
92871,7124,TNF
92871,7150,TOP1
11064594,134,ADORA1
11064594,134,ADORA1
11064594,760,CA2
11064594,5300,PIN1
11064594,5300,PIN1
11968867,4363,ABCC1
11968867,100,ADA
11968867,100,ADA
11968867,100,ADA
11968867,100,ADA
11968867,100,ADA
11968867,134,ADORA1
11968867,5293,PIK3CD
11968867,9152,SLC6A5
86025299,771,CA12
86025299,2101,ESRRA
86025299,3320,HSP90AA1
86025299,3320,HSP90AA1
86025299,23030,KDM4B
27812,367,AR
27812,367,AR
27812,1576,CYP3A4
27812,2099,ESR1
27812,2099,ESR1
27812,2798,GNRHR
27812,2908,NR3C1
27812,5241,PGR
27812,6462,SHBG
86025299,774,CACNA1B
86025299,774,CACNA1B
86025299,3156,HMGCR
86025299,3156,HMGCR
86025299,3320,HSP90AA1
86025299,3320,HSP90AA1
86025299,10988,METAP2
86025299,4923,NTSR1
86025299,11040,PIM2
11102092,91039,DPP9
11102092,3620,IDO1
11102092,3558,IL2
11102092,3558,IL2
11102092,23028,KDM1A
11102092,3945,LDHB
11102092,3945,LDHB
11102092,3945,LDHB
11102092,8569,MKNK1
11102092,11040,PIM2
